galaxy,upsilon_disk,upsilon_disk_lo,upsilon_disk_hi,upsilon_bulge,upsilon_bulge_lo,upsilon_bulge_hi,a,a_lo,a_hi,b_kpc,b_kpc_lo,b_kpc_hi,chi2_reduced,n_data,acceptance_fraction
NGC0100,0.4129426473576428,0.34084902715054255,0.4959696378180803,0.7031153865703069,0.5625813344606707,0.8859760870290915,2431.442008485437,1761.612949550672,3326.3461201253785,0.9015774231538168,0.7224152109470227,1.1418826036003318,2.1025266283208692,21,0.59128125
NGC0801,0.6073744917010909,0.5678582744484647,0.6383183454903861,0.696180570179425,0.5539961063670288,0.8790476760042732,76.94310108850051,55.90637973695625,131.8942773835708,13.811702250718314,8.665671041411407,18.68937858446395,9.188622652762563,13,0.5585781249999999
NGC0891,0.23459055785520772,0.20060298810034072,0.2731711593436207,0.5295956171420638,0.43163458359464213,0.6233779126447849,25001.341874434514,17564.208745126554,33659.62769794773,0.5468882857598465,0.4793633046716219,0.6434918718034849,2.857253961431031,18,0.580703125
NGC1003,0.5711474642388905,0.506263470128297,0.6357130919966834,0.7161845327939813,0.562226623872331,0.8978282134670824,743.4785759029988,566.0880652944626,940.2045652466015,1.9591720558649584,1.6947476434608177,2.3357674146962495,2.9762379309448592,36,0.49589062500000003
NGC1090,0.4505069649327992,0.3721847749422747,0.534206254733774,0.697027981805507,0.5509115506496574,0.8766759510101306,4306.22997615237,2613.600488115266,6515.7411033998305,0.9790748488054831,0.8177591391484875,1.230089100960732,2.7325549843189956,24,0.550375
NGC2403,0.5108907291429167,0.49059877792809337,0.5297363012356922,0.6957947358177947,0.5507090181603478,0.878935176324031,6356.294550135139,5816.381780254535,6938.126384101358,0.7220387583656319,0.688632815312084,0.757985544648355,7.087957767082486,73,0.59146875
NGC2841,0.5802320834969112,0.4720259123198243,0.6888000922376527,0.35659219008056137,0.3035685509588289,0.41891956051898427,27.162342180326238,22.98999897339079,32.035871960929875,62.547542841213435,56.04165074906301,69.43476423810728,1.4560958325595228,50,0.5463125
NGC2903,0.36710300353246633,0.35358675401460354,0.3803055527528279,0.703869807588789,0.5599614215200757,0.8803580519902313,18057.765958087326,16151.220050749867,20153.37980940852,0.576805560669486,0.5484013403959314,0.6079655611733347,7.371914382969864,34,0.595515625
NGC2955,0.4417680990577318,0.3483308319059271,0.5177214852076595,0.63229240892233,0.4879885936728424,0.7200945146508961,473.82591286240046,197.3361809216552,4005.646421892372,6.564958038040498,1.4667528965813643,12.091868724233622,3.68157835418575,24,0.42115625
NGC2998,0.7333079008606078,0.6665068694115247,0.7895495504213622,0.6969231011385629,0.5570580395079813,0.8751048015749535,273.7476768258444,182.62829688857775,956.1165081187601,6.549963955568074,2.705927446891755,9.097238725201816,2.8184806893863175,13,0.51225
NGC3109,0.4725420113228068,0.3812674744106539,0.5894283579983073,0.7046964381320812,0.5580187727817546,0.8914871125806876,1955.6274377964073,1552.89194115851,2452.414434266873,0.8309314295723383,0.6984527831899773,0.9970418027865126,35.67723651752076,25,0.59071875
NGC3198,0.5138127340771467,0.47450240063878935,0.5511695192493474,0.7022147477431566,0.5559802293855416,0.878662174252364,3902.2002837143336,3276.3782657371244,4667.554039562256,1.018623397960646,0.9366760452513028,1.1045218726829693,1.380512009793433,43,0.590703125
NGC3521,0.4810861621652905,0.4479271100647404,0.506141089413783,0.695903170826169,0.5506089072319559,0.8708400354944894,1080.013808698831,780.7237061921061,1849.1929602717328,3.958567206226825,2.491715153879443,5.230910608220049,0.12659563017846445,41,0.5486875
NGC3741,0.42714429001572385,0.3489133311306082,0.5277990259771611,0.7012439687588601,0.5588697624051432,0.8900989556118112,1470.9303354023955,1141.4188808345846,1895.8749918218098,0.716248022653451,0.592427466573313,0.8720088743517548,0.71388084157251,21,0.5913125
NGC3893,0.42214402018988845,0.35204917014274484,0.5039840065641082,0.6975610958570803,0.5546765639162206,0.8798242231980854,15429.26158585702,6437.747051710219,27835.795244437788,0.5824705115133121,0.44026840221063634,0.9256758252854911,0.6703069861718048,10,0.5254687499999999
NGC3917,0.6501337216711588,0.5123133619113743,0.8081895393604811,0.6906821212690555,0.547390045958246,0.8700194857988336,4199.171424070704,2093.0578976866427,6493.258595009698,0.8383129711713014,0.673646383695119,1.2228542834812914,4.746023124650178,17,0.54503125
NGC3953,0.5366879251776725,0.43460995820959314,0.6690659109163614,0.7000308515381285,0.5615688466008397,0.8835363548640608,11.427036190050218,0.793549184448625,57.31773799621192,49.25975148800428,25.04941176497699,164.80058484990428,2.775016695265726,8,0.39349999999999996
NGC3972,0.47338733899208824,0.3844293881659189,0.5829421361473415,0.6981809965892336,0.5555364446842771,0.8790286075723382,3051.929903411609,1542.4651927297439,5805.793615250273,1.2700518873944922,0.7914743020472594,2.181992142238624,1.8560185734560806,10,0.580984375
NGC3992,0.5238909115741096,0.435304575367439,0.6531641627432347,0.7051673555101433,0.5586399983397226,0.8911688921336551,2.473182449537946,0.6702643880157163,7.906325441916589,172.51547848449948,100.00578006612109,296.3198719913678,1.4484723163702502,9,0.47757812499999996
NGC4088,0.35901402579109915,0.3289499005502975,0.38906362952219803,0.7053341775261291,0.5580278411582152,0.8901211219836842,502.7427929917934,228.65803406608416,1453.719750289354,3.8437079254142303,1.7649818505442756,7.414992018861477,0.6009811230392522,12,0.56465625
NGC4100,0.5681575914842281,0.44751111650508785,0.6741259307559754,0.7085133864862274,0.5602492452788936,0.8772338280651162,50.5946696425263,1.4000196497362205,82.10110469869446,26.233868565938156,18.877248053269483,145.93995679962228,1.964221322408171,24,0.43596875
NGC4157,0.4558820070447968,0.4189727599344895,0.48593553732265016,0.6469118314848434,0.5154217670253824,0.8117670875211588,610.202432352743,272.1477155020865,1369.5341478536081,3.8435491477463635,2.1571882944157577,7.436664558341709,0.5159728561079856,17,0.551484375
NGC4183,0.534666493180684,0.4219198768569674,0.7253203566010211,0.6940700091114476,0.5514802768618942,0.8759276686585244,7265.043065074041,4447.504534769932,9610.43410219058,0.527257460502452,0.4635873067213415,0.6651008561459858,0.23905502714758917,23,0.48159375000000004
NGC4217,0.598536518405072,0.4757918974710053,0.7462355777789244,0.24873565966349173,0.21846698260214933,0.28453580295024195,5599.428051228726,3252.414703288243,9193.10348882687,1.0551678335770085,0.7928343056408732,1.5012095482660144,4.310309610356375,19,0.579515625
NGC4559,0.3901926704869398,0.32765233223195905,0.45181509582090046,0.7012984623109837,0.5577684749850513,0.8860532005431748,3464.541634512097,2249.706066220858,5004.646307518116,0.855180120786181,0.7064095313844895,1.0882878517260643,0.22194961229307944,32,0.5790000000000001
NGC5005,0.5239777746448389,0.424066173524674,0.6511634567108028,0.5037925195155821,0.4459816981770159,0.5724194650554615,2634.9569175011898,0.33986294133586115,11620.326717836962,1.6737585213965338,0.527216015038027,278.9346688868092,0.2443890460273246,18,0.381875
NGC5033,0.49632191330477166,0.42745088793618835,0.5704771527094809,0.5169267546954575,0.4555394722009523,0.5848646215289215,0.3778932514070236,0.3107140939002716,0.4638816795852299,322.9884720715317,295.5377701138757,351.482987875825,2.386767439311092,22,0.5861093749999999
NGC5055,0.3628978183401291,0.3521806254603731,0.37761567935853396,0.6902861852422272,0.5491506358702187,0.8707517825059476,4467.833861019704,3683.0740617249494,5049.056278892707,1.143933996463051,1.0852543007308026,1.2429463123039786,2.573868002979396,28,0.5764374999999999
NGC5371,0.4254987410628146,0.4048144681742145,0.4465169331372635,0.7086037340409259,0.5646050564732343,0.8879581974107584,23.639807772042428,20.42096888636492,26.965528364020823,37.031949647694454,34.55261055985675,39.996311248575175,1.2993960742786004,19,0.58978125
