,galaxy,upsilon_disk,upsilon_disk_lo,upsilon_disk_hi,upsilon_bulge,upsilon_bulge_lo,upsilon_bulge_hi,a,a_lo,a_hi,b_kpc,b_kpc_lo,b_kpc_hi,chi2_reduced,n_data,acceptance_fraction
62,NGC3972,0.4529838630478517,0.36697322853506165,0.5624665602384624,0.6942833446473381,0.5532342871206798,0.8771266426542632,18687.659087066255,16147.724267236725,21403.017202157374,2.189590164661942,1.8239573312332495,2.678117535229995,0.7272031731220464,10,0.5913124999999999
63,NGC3992,0.5221138500089437,0.44944858614241434,0.6055477154935737,0.6870029636613599,0.5490342499828187,0.8764317213845564,43043.20651114742,39993.75065256132,46091.27382647616,0.37480360407726276,0.028458959820105337,1.384995419531757,0.9064683706879743,9,0.52353125
64,NGC4010,0.47985314621229846,0.3877375942040327,0.5914876397278868,0.7055013118999014,0.5638958175690046,0.8854690464007596,23413.320961984373,18862.336585816996,31778.87997349905,4.680936840727682,3.5440886296007683,6.634593430404765,1.9305953760505121,12,0.57775
65,NGC4013,0.6368471571749963,0.5900876277569146,0.6772235054373373,0.8272309823496862,0.6594309232238384,1.034436524560651,55359.56929577119,46567.00025947038,67434.0867770362,15.974221819925287,13.037336379103962,19.327319936708903,0.8209635286917345,36,0.5663125
66,NGC4051,0.6575236686708564,0.5025871445605039,0.713376033105199,0.6932996159685194,0.5577216179621726,0.8655237721113458,2614.570093886707,6.304409647570119,11191.96884658914,1.173156585207445,0.035785472128955595,212.30338096260243,2.1974977087181293,7,0.38668749999999996
67,NGC4068,0.4783523638014536,0.3850567181155492,0.589732514155592,0.6998217247092862,0.5548528521321839,0.8786130699610195,681331.2008961695,12424.098350444669,59055807.279225275,33.655240327570574,4.36760270088348,315.3908036367473,0.4532740643572171,6,0.53271875
68,NGC4085,0.45687736257384953,0.37566929749344136,0.5460086713045347,0.7087258527122583,0.5578351057242934,0.8910143153905683,170013.99845471233,20841.637393219862,25380925.354335833,15.039773263399335,3.1771305379775963,197.1907045033542,6.8340580119723855,7,0.456640625
69,NGC4088,0.44873998060623277,0.4103022093709607,0.474922960466383,0.7119310475248795,0.5680309895964967,0.8847437100555616,1210246.3340997624,40129.66542159921,69181172.56387992,102.41350002215644,12.942005457768927,783.6434836402972,0.6067073600728758,12,0.42732812500000006
70,NGC4100,0.5556059894615939,0.4938366175139552,0.6208184270747159,0.6977784218204227,0.5523988955699989,0.8782026868921389,22502.59758464321,20941.212994915837,24192.441368136457,1.3614504749077503,0.9555632327102278,1.848382072901813,1.1698580070940712,24,0.588296875
71,NGC4138,0.5480403233556875,0.4440683115285504,0.676133115707374,0.6978841492472818,0.5540328803945594,0.879992931176938,15472.473513316847,12358.113905579194,19315.82156412825,0.18923440934869257,0.019667451116309815,1.32564725163406,2.2583148234964954,7,0.519390625
72,NGC4157,0.5212508938984343,0.44871154437986704,0.5693924654489694,0.6485303445440137,0.5253692438935913,0.8140418808006038,44948.430470964624,32365.267381932492,70276.69797416663,11.386566025943894,6.292430591862584,18.575741573055375,0.3738059922432573,17,0.49387499999999995
73,NGC4183,0.5231036273082782,0.42904024360603416,0.636728723144547,0.7122916488462169,0.5656750161425976,0.8894217062498868,10068.283640921689,9403.879421505711,10701.226528338579,1.2994867632783298,1.088417379970341,1.543370346001774,0.13239535613888584,23,0.59240625
74,NGC4214,0.47608555587564716,0.37790870448462965,0.6104306564615672,0.6977708062655867,0.5557298932621243,0.8790368472620851,6362.433559795755,5576.218047213143,7323.7394659271185,0.40930566570249166,0.19367995362929588,0.6791915713709011,1.3814938811695625,14,0.569890625
75,NGC4217,0.6023066857523676,0.4803306393984077,0.7567661182436367,0.2641387246961868,0.23534431871485795,0.2963804121278088,36894.06694424522,33404.20828000357,41727.690613924744,3.8524734408306567,3.102474736270675,4.884398897575719,2.712213350690322,19,0.590046875
76,NGC4389,0.32980512639717774,0.28511879599745926,0.36718702358789435,0.708499589364289,0.5651376829294728,0.8818553084894912,378.07917086574923,1.3569820661480934,2140327.33695066,47.711159019387566,0.3479573196146796,780.5509975284657,17.205745793204105,6,0.44823437499999996
77,NGC4559,0.4797066743094937,0.3795649168649587,0.5734182337519256,0.7106074996599824,0.5636518670591604,0.8917182583077259,14217.966074777278,13211.335981339074,15853.212114847789,3.415147758336359,2.3922875461745208,4.861601496429243,0.3366486168134157,32,0.569703125
78,NGC5005,0.5781741817675777,0.4878262904192471,0.6539990467397325,0.5395296231940749,0.4722764246871577,0.6121033028591572,377950.8319076879,35465.58511886044,47767490.57737367,31.83436719990763,3.3015531664599416,354.38498074342164,0.36682094458922787,18,0.4439375
