galaxy,upsilon_disk,upsilon_disk_lo,upsilon_disk_hi,upsilon_bulge,upsilon_bulge_lo,upsilon_bulge_hi,a,a_lo,a_hi,b_kpc,b_kpc_lo,b_kpc_hi,gamma,gamma_lo,gamma_hi,chi2_reduced,n_data,acceptance_fraction
NGC1003,0.6228895916899481,0.5229395719678794,0.7146138831134281,0.7042150587700411,0.5428487986681734,0.9068125823759513,377.58020505390334,262.7337447131551,578.219301494607,6.627844653292422,5.1410915629330844,8.329165321530015,0.01,0.01,0.01,2.7421024293380385,36,0.5352343749999999
NGC1090,0.3470765135621799,0.2974291527260268,0.4028258547750352,0.7019583965744638,0.5558281133861032,0.8779666653461814,2079.899709939835,1536.251159883464,2773.8969978949676,2.714795253730352,2.362343573945763,3.1784659843980676,0.7920620907581878,0.6425161231812684,0.9334184308223507,0.913342694901068,24,0.5487187499999999
NGC2403,0.6269063767504462,0.1696209278012193,0.7142986873318663,0.7008063242965736,0.5407814876901647,0.910969294262444,2746.650567732628,1828.0744755767346,18500.11305686665,2.620286309900473,0.96198121089729,3.3224534080430037,0.01,0.01,0.01,9.812011906283091,73,0.36734374999999997
NGC2841,0.5380326238165755,0.48287226407734185,0.5889479411010734,0.6881714195856566,0.6166238228373075,0.7596724466213334,11761156.03480321,353722.65869741765,147495945.3967671,0.07478095041700288,0.02123219687621577,0.42877336244748815,0.9910501974503718,0.2052939826464241,2.2027049281841604,1.626716744804175,50,0.35609375
NGC2903,0.4555517093168522,0.27265936484601444,0.48342830043835794,0.7034309678421178,0.5585708760613045,0.8781175863369545,1451.8277278975413,1184.6343271209619,12947.63021801394,3.480230756644048,1.394304272214569,3.74129098759228,0.8339132971179741,0.5962700992484913,1.0265725047666234,9.937196148114365,34,0.40678125
NGC2955,0.423313685874804,0.36152321099611207,0.48091290356471317,0.8294779782418872,0.7907173073780293,0.868274946994798,801.1574854158765,640.8208216962729,982.7007819190565,3.3924007940655656,3.0295560850139305,4.07068406806102,2.6010634707689557,2.0924696108698595,2.875958608547303,2.6428931317916677,24,0.5175937500000001
NGC2998,0.35410463286845106,0.2968488818687895,0.41994037265976303,0.7011797069320373,0.5428220776598779,0.8965869364401685,81876.59879822054,39339.334981010776,173634.9892275475,0.6456182541788639,0.44069599811789023,0.9323015632728919,0.01,0.01,0.01,1.137678590541258,13,0.554359375
NGC3109,0.5054233337759558,0.40202798407797885,0.6325862284373408,0.7032890708151097,0.5540587816731559,0.884354597379505,512.8031034310349,432.23916903151445,593.5400020527529,3.458536015386539,2.8578564742540915,4.377364014574834,0.4362834778270621,0.33037102908704397,0.5493824269310019,0.15442612630613503,25,0.53496875
NGC3198,0.39400659514160913,0.33437147100713527,0.46145378813974147,0.6986611740561114,0.5554621935051864,0.8692137648024161,1448.1351842099423,1154.4195505553182,1737.9054352554479,3.354223880617782,3.0637266094174187,3.753575438303006,0.5748875802710887,0.4948947568096133,0.6478561017101803,0.7458166012716511,43,0.5294375
NGC3521,0.5929765382897193,0.5787369499641984,0.6056690056928774,0.6934450346882992,0.5473266450765767,0.87204704365738,802.9399723920399,474.3519382464289,1132.1786922953602,3.8747098396002366,2.629030086636378,8.777371644537121,1.583420415252284,0.5791478941764392,2.4204285358190067,0.11942139392741338,41,0.429109375
NGC3741,0.5740101291843681,0.4454024435231632,0.7355779183473745,0.6964077698108307,0.539498526552608,0.8985049469121956,767.1020555380047,614.866218583931,978.3397824659662,2.402473899298957,2.006430240813737,2.8755268098358915,0.01,0.01,0.01,0.5550603654833468,21,0.559328125
NGC3893,0.45962778926193104,0.3779804363569673,0.540338697955268,0.7037090052234305,0.5638026651750655,0.8727070351195612,2494.8808399177015,1457.674406994295,4779.236161011434,2.3387345658750687,1.7214252293071899,3.324617699326543,0.9120782824977731,0.3411439023652084,1.5454536597571669,1.0975535652740593,10,0.47539062499999996
NGC3917,0.44512873569973266,0.35844590153778316,0.554492104185403,0.7050312722659599,0.5567670314923208,0.8840187125769535,1415.910236270727,1160.849060074958,1672.8162136751187,2.6778717540969117,2.338200710973566,3.104735273568119,0.8559423651572877,0.6466238705582993,1.054228199216874,0.9773674323488318,17,0.537484375
NGC3953,0.8248048103198561,0.7202781720985085,0.8535771283478495,0.7041115398647481,0.5568032531803586,0.9000419381255239,141.5457702505213,1.5903306657369718,187788.73181258587,0.9182321303404068,0.03122080112392512,197.79440121206298,1.5537309976156592,0.5155100692651096,2.5334179765918656,2.061011288443511,8,0.313640625
NGC3972,0.5006728953059375,0.3852629767604644,0.6634808692635284,0.6857953758837886,0.5321186040483766,0.8873947793884017,1884.0544460687931,776.6032939385967,3182.3924819970957,3.6389724278528064,2.519200925076152,7.144285961417535,0.01,0.01,0.01,1.4482141895691412,10,0.496203125
NGC3992,1.040529417512948,0.5956087235472647,1.1597121878689414,0.7052357724792598,0.5597104836683537,0.8904023447351802,227.47852424011182,22.691231339461837,8402.097918123201,33.646157215692234,2.0273042566327635,1340.5461451112187,0.7165675091038063,0.16222587446950176,1.8770289046839252,626.3663846757901,9,0.23196875
NGC4088,0.45358413129290837,0.42591918270507445,0.4785536610447434,0.6930390259104384,0.549540013945981,0.8597526759836113,223.74810172918063,51.94639335466199,913.6741886796315,197.44655914761293,25.62081305760965,1191.7631342700402,1.3010151919565365,0.33149910330499294,2.5073701474752816,1.7710983471247341,12,0.2920625
NGC4100,0.4313664562198466,0.3569643786499513,0.5184681153896252,0.6957153610746797,0.5479511057687775,0.87864573682287,3212.6142065015515,2489.8696219864646,4118.880391246802,2.029603258355004,1.724602706504516,2.3793874116287212,1.1505265573263752,0.6962181468418018,1.502675371868576,0.7933422662175155,24,0.493734375
NGC4157,0.5356626013867541,0.47251672821902974,0.5838756336735357,0.6576295447226074,0.5257958440824241,0.8233142027025101,179.82518183655841,103.58152453525801,321.47965784355324,12.608490452272976,7.484775998542139,25.79499728873143,0.3654342204130628,0.09192820624440484,1.0204929597627403,0.7929242670127766,17,0.37353125
NGC4183,0.5084443103438016,0.412309026484277,0.6294670431359749,0.7062798118688849,0.5567106596487401,0.8908336935288584,2634.7134532916252,1816.6418843865792,4119.39232828113,1.857586694856818,1.5368023121150298,2.181476490936653,0.3030541172971736,0.09912186915235865,0.5270944510537897,0.18080090795867443,23,0.5212812499999999
NGC4217,0.4824555944973436,0.38472614871540795,0.6077779194021703,0.2996368247361802,0.2680618100810101,0.33246440005665084,1531.00556670785,1232.3939263366826,1874.71814328361,2.487414164401032,2.030255101762087,3.1331183097740882,1.7257121749701434,1.2387035029111075,2.3179372368530005,2.5446678873305744,19,0.521265625
NGC4559,0.6779514528508749,0.4908818774289265,0.7443523289719474,0.6965809412831594,0.5498962306456474,0.8861179331391972,277.6947407359678,233.5490926075255,543.0871882391393,3.990626918689904,3.139046145993141,5.296722870049591,1.368157156918956,0.34488537119540946,2.1256079786016686,0.3523183527709659,32,0.40235937499999996
NGC5005,0.5874060741434277,0.5139142725151201,0.6533249190651087,0.54455759593054,0.48219866782304904,0.6104353066462272,1307.1619606698682,260.44922953750864,4271.977264370964,65.92302710616735,4.384659255212684,921.1916020550433,1.3703254689971152,0.39486593392256764,2.4787591634501216,0.15390930343983528,18,0.35382812499999994
NGC5033,0.5332593215911148,0.45320691066264895,0.6194470959895606,0.5153665617060986,0.45524576180850695,0.5903296644320757,1168.564240619597,890.9267708460386,1599.8272791880659,4.066089409845573,3.6222662916319726,4.533810109392803,1.1273386549139457,0.9634353266152055,1.3068018241536896,3.3471818012099472,22,0.5459375
NGC5055,0.46199444085902713,0.45515281861882145,0.4686351468059591,0.6986211993024832,0.5607650741444603,0.8862783991896883,362.40354345838944,342.4513018340423,384.52593060906696,6.8054431001058635,6.624633010826893,7.003466828450842,0.8992032891187686,0.8252465704776519,0.9700077033578841,1.7048890010355964,28,0.5630468750000001
NGC5371,0.6619782993239566,0.6384424878317904,0.6820403778973634,0.686616918984327,0.5312780145300513,0.9056335456859856,94.63035105390044,52.497329303641884,251.41740495105205,16.310189617096093,11.24771644334595,45.01360093930925,2.99,2.99,2.99,8.40199849503944,19,0.3943125
NGC5585,0.5692609530782811,0.530491218265461,0.608291916405112,0.699643566417936,0.5533514415670829,0.8839553467391725,939.7858021890821,831.0020526419759,1063.948006444008,2.0870091016646954,1.8262372923267103,2.3903780889077444,1.101985172078961,0.9024678107223589,1.3193087597917978,4.329531053095611,24,0.536046875
NGC5907,0.9603417067826064,0.906341525626419,0.9953152433892104,0.6929390673518566,0.5348920369775186,0.8999601021978796,30.193912104168046,10.803892647391274,66.16248422934218,74.96151415947821,34.09384809750993,373.6218538356626,0.01,0.01,0.01,6.469800266478133,19,0.364625
NGC5985,0.41351603968147993,0.34944607863994614,0.48766012627044086,0.6830430590961468,0.5385506228170087,0.8443677197107069,567964.7071078955,9635.145304358062,6654873.106626686,0.3348995063416713,0.09956107262531368,2.4178030706902613,0.9208863362301577,0.5914713892354293,2.047631164591179,2.2396174142563243,33,0.36035937500000004
NGC6195,0.493797355800149,0.3975099577303761,0.5753228477805761,0.7576591407626028,0.7283240108293206,0.782801742886903,115.09122470472354,47.604427200701814,191.2154037885574,18.257702557473493,9.825946539929896,64.71601629335869,0.6186711854198295,0.13926994309671648,1.4918364417528551,2.046261189606125,23,0.34684375
NGC6503,0.3876202366892446,0.3174914119191754,0.4649271461328146,0.6931317227104191,0.5538578007223534,0.8731862148182908,5636.084102563635,2575.1298996111072,13616.110968841183,1.453666524264024,0.9502587766901217,2.099128806359356,0.260269342892664,0.10317615925279648,0.40155099533410304,1.4191766984371825,31,0.488875
NGC6674,1.362459289313856,1.251245862504871,1.4203761381056998,0.7666323637750607,0.5935490806555921,0.9941661494914767,25.603145476616433,12.389782626613798,56.585137271941846,88.01845713583003,41.85656461574208,244.64124564869508,0.01,0.01,0.01,1.5940651697825312,15,0.32737499999999997
NGC6946,0.49179797186995206,0.41998188138516923,0.5665447273125159,0.6011224788852594,0.5483034748905745,0.6547498366720648,1084.4677618374963,516.8262070863489,1811.643057177124,3.8810077903718283,2.9024443075159936,5.442813433582151,0.5193989561894065,0.2827789595240919,0.7567185021599054,2.347674090752362,58,0.4459375
NGC7331,0.3752299403204984,0.35143514449027863,0.39640970570133155,0.5995083529605341,0.488825489443527,0.7383106007458592,729.4342869073795,498.8672467823517,1122.0288035835665,8.925860278740936,7.029836020406283,10.973092337964083,0.08637561857577412,0.021885259048253915,0.20006703660803288,0.9641822195608549,36,0.49734375
NGC7793,0.8294796426133196,0.7915642313789337,0.8664071661249564,0.7080114055880874,0.5450994016140094,0.9159162553857146,1592.2146183308207,1299.4607134755731,1927.194489916123,0.8354495873698682,0.7669381114498997,0.9092433594409975,2.99,2.99,2.99,0.46440543503817844,46,0.56128125
NGC7814,0.49385928251279043,0.3908810996847623,0.624372672620312,0.5666732323738438,0.5104204502111432,0.6163934501984709,5262.880837463572,2949.371119123648,11619.997040549528,2.6429579427495193,1.839568357075445,3.3776061413928034,0.28417968223721224,0.09555610072672815,0.5232484851597542,0.7007179319834204,18,0.49642187499999996
UGC00128,0.5136235367504882,0.41332815788291905,0.6428134008005307,0.7178580670839705,0.5677487469093918,0.8969072782638261,1091.9878650349208,842.9958116476332,1637.9455463227412,3.7126001076718684,3.1242609019959535,4.126515922282821,0.2946508306225749,0.14876680907446718,0.40788795535437183,3.711478030307644,22,0.49992187499999996
UGC00191,0.49525640811326965,0.3971632324386785,0.6177698136390692,0.7039012644991142,0.5588916227474656,0.8806730290036666,2572.9383490366445,2172.9247110144397,3040.235346266281,1.3902165429984412,1.2044294020535382,1.5787584877890894,0.47812240749507695,0.24853576261259608,0.6966539848196767,3.2244174755948936,9,0.5212656250000001
UGC00731,0.5109326822138285,0.4057723046905521,0.644166278698769,0.69605568413275,0.5540226286312137,0.8747750169274153,1658.9025775389512,1367.3502982583268,2291.6514488727576,1.6306037195771388,1.425244534789003,1.8436542797372735,0.3095852373258772,0.1082757945740977,0.5427253515977377,0.5965095203988596,12,0.518234375
UGC01230,0.5042428823218124,0.3990643790775756,0.6404440867242226,0.6986220089192121,0.558083225457418,0.8740247830333339,1688.407218484012,1208.2268439095578,2384.6371339055127,1.736782150116942,1.3258477875353467,2.2223775201439966,1.3874721319422718,0.8685399311752784,2.0265341011074915,0.17414852832119485,11,0.5407500000000001
UGC01281,0.4997943345134059,0.4994184817082067,0.5003425457448032,0.7002483267886814,0.6996030105613534,0.7011416542649004,1112.6380598121677,1111.3317601893402,1113.3265509305384,1.9193972874623666,1.9180400534686042,1.9209350060786352,1.0001012497122426,0.9990410419825486,1.001286932260578,4.074163936645034,25,0.0
UGC02487,0.7240392005012904,0.5322573125436126,0.9027900326332698,0.8019239749049959,0.6411634622504572,1.0062214999215935,55616.28368078575,4873.414727635752,7223864.479954936,1.134302376680277,0.10697276725948335,3.691098806376819,1.275172067319697,0.6274218579484633,2.32682653869577,14.299351282225622,17,0.30271875
UGC02885,1.0180381161854055,0.49800692847436634,1.1774276683075349,0.8352347966705257,0.6612796186630554,1.0192434658227423,226.7795999676737,64.5276674673063,495.3390186610657,90.47391028846324,12.634670212340556,1508.5975665177014,0.5426705392067641,0.11407683299214622,2.261116517885433,837.5402214681484,19,0.2794375
UGC03205,0.2724373214766901,0.23097118486230064,0.3170326598256587,0.5478444583824364,0.47205295483375354,0.6298050957479258,16438.199995850482,13050.080966633148,21895.92000122348,1.3464595751202149,1.1837423222085715,1.489323634904406,0.7864852256009763,0.6639745660339398,0.8988216035985308,1.4904766916471417,48,0.534328125
UGC03546,0.5455810224496546,0.47389485740643655,0.6204140799957609,0.4952624388308311,0.4525314820100305,0.540271820061731,796.0298858661104,640.0613099825864,1017.9290672418304,4.269815480079337,3.7400579621794616,4.911003540476732,1.0991789420094435,0.7898381496526793,1.42623277977429,0.6483149399253572,30,0.47267187499999996
UGC04278,1.3882609948592595,1.2065377357560376,1.5463634996278237,0.6950236798140975,0.5385032721534099,0.9025029287453121,986.0286077409504,896.0171313569713,1083.5679117085274,1.1040147771582696,1.0406613003817153,1.17185723883146,2.99,2.99,2.99,0.2682084458672095,25,0.5609843749999999
UGC04325,0.5106124217318668,0.4035241599530227,0.6459716544811438,0.7011698626630305,0.5542135576981909,0.8841253623979395,7997.917064613667,6746.794152761706,9423.888478558943,0.6870642007247395,0.5817690674354015,0.8156271311431764,1.2668304622225792,0.9093276330906938,1.603866945865781,0.3514320491699419,8,0.54196875
UGC04499,0.4931019076704301,0.3902109205161705,0.6214930744198852,0.6878808693275393,0.546474922375767,0.8665134439745207,988.8778341298136,758.9892589311097,1276.4667546328471,1.8767894991742238,1.4570527660367611,2.4203339315743104,0.6721954703944456,0.25946660944280553,1.1100879771547851,0.6165469673562126,9,0.49753125
UGC05005,0.5174027800628951,0.4096494627560983,0.6552316471338244,0.7010217226859451,0.5606757667780304,0.8825915910633693,183.8458291290219,116.79666901395888,284.4442449810221,6.3031229038411825,3.8740884675340976,10.2704962578114,0.6473542175589462,0.18437408381805342,1.463265349010722,0.05262291521964454,11,0.49445312500000005
UGC05414,0.5405583526442849,0.42642219824075384,0.7039076056573311,0.6954708156159352,0.5526215358443474,0.8789317035917898,440.1563879661124,113.72455389212013,927.8642894163817,5.722738808207408,1.8702389198529763,209.2057881485065,0.28347567477265834,0.07079862195003486,0.9089855438432873,9.700695741820635,6,0.34796875000000005
UGC05721,0.5916003876956524,0.4559335039995498,0.7765042326574269,0.7050090092964723,0.5635481350655297,0.8820088753602459,11923.988670214892,9071.621554779875,16123.34832323863,0.576251540765377,0.5059075897738814,0.6504973258377059,0.884747782864227,0.6122871140899137,1.2128877339155064,0.5487564109594238,23,0.5415625
UGC05750,0.5055593191671568,0.40105458738545713,0.6318003443614374,0.6950904720306021,0.555885544159078,0.8769746416879963,279.39124952104476,191.9184924094564,397.46173324162567,3.122244878531703,1.942525006708955,5.331514815307885,1.1125677657228414,0.5114457937297912,1.935619150532409,0.0505413399293726,11,0.523140625
UGC06399,0.5181286556816052,0.4087299922385738,0.650990175753223,0.705135393569502,0.5561163572027349,0.8858474838159609,1207.020825155086,898.7939927362781,1597.2192055722653,2.114354979652616,1.5003992436232565,3.018291209704994,0.7033142622824451,0.2400820126812937,1.2380021861846497,0.15020857383493305,9,0.48759375000000005
UGC06446,0.502710073353283,0.39801781296061806,0.6387438754798475,0.7088025239618876,0.5617359458079675,0.8901169882366785,4552.325058108509,3087.7927761195137,7506.782118932734,1.1455293542508425,0.9182147537914596,1.3777839166583226,0.24868318246440388,0.07296678758341073,0.4934286921675643,0.3875695658163649,17,0.519609375
UGC06614,0.5103797788233425,0.40276995135763116,0.6430241915294603,0.6606217636462836,0.573576221251057,0.7528693795406871,148.40552939861806,98.42091098044085,223.96319641403068,13.502965858884025,8.625852156580732,21.30467427399287,0.8254290665185697,0.2370006012577377,1.6566692488602457,0.1452372096353449,13,0.45765625
UGC06667,0.49418541276391725,0.3944593329162476,0.621820839266382,0.7137629634430217,0.5649666750693763,0.894446927835749,1468.9416042091398,1259.1144224833215,1740.4654255672535,2.0742650771997724,1.6619545230359516,2.5946726936883104,0.6266875536552486,0.3056742258057278,0.9221743309841415,0.3236844961124846,9,0.513296875
UGC06786,0.32538730196968857,0.27608964350564985,0.3831617175793331,0.5703402225590501,0.5041382109007055,0.6433834117241689,18578.85333946678,12903.505990231208,25658.85444961588,1.6590668512643558,1.4084920898573239,2.001550965155795,0.01,0.01,0.01,0.7667319649538602,45,0.55528125
UGC06917,0.49257704177517553,0.39814475892224954,0.6189588589564546,0.7011797697437543,0.562423849397886,0.8821782723385192,1339.24054815033,1051.4133339238151,1684.2245017970106,2.3473882576867524,1.777177954039566,3.025296406249859,0.7259898903202181,0.2786845957861848,1.220938400917124,0.5346184603072971,11,0.470890625
UGC06930,0.4922289299511801,0.3870587293497332,0.6217576639790866,0.7033648117249268,0.5652776403154878,0.876834700932157,15002.116198131589,1240.8584971449375,33993089.80060078,0.739418691864382,0.015341466972257425,2.3893631994578297,0.6659672221211193,0.1808164083684546,1.5488299736742472,6.407503110576509,10,0.374328125
UGC06983,0.48951818411757636,0.38097483121875536,0.6218613553553684,0.7019960221883632,0.5567364292506309,0.8792615067430214,3713.506271641654,1691.7104679015774,1067912.9047336902,1.6308089507461823,0.09528581975857231,2.1929147138667173,0.3835493693294066,0.10332970190040026,0.8748667241369678,0.9367300051177293,17,0.400578125
UGC07125,0.5211817742400535,0.4136998091839454,0.6631300741657771,0.7081429655179347,0.5618086621783204,0.8879763545360978,231.79893012746035,174.12896977653602,311.53452688072,2.7318558043285286,2.2716061819094575,3.3550350678414675,0.9068306161765949,0.5225627342932768,1.3407600603261016,0.4183432761277843,13,0.518078125
UGC07151,0.5339734665456208,0.42344264679538396,0.680943641982142,0.6997906933790894,0.5579985246166399,0.8817912988857725,3024.452699679368,2209.2564850372705,3956.3613840552116,0.8773011235678997,0.7020266246209497,1.1284069227816425,0.9798610904924567,0.6171530353745736,1.3440089502560972,1.0589016652536127,11,0.5257031249999999
UGC07323,0.5864350510897808,0.46690405288128833,0.7497376080882557,0.6891625018510641,0.5487047284238674,0.8743277655440705,306.9541943257478,72.09452167461482,677.5521575207001,12.32204069271043,3.186253630102685,313.97322219453537,0.21783620696442935,0.04755489793203236,0.7983347779771153,2.5231254579093063,10,0.35865625
UGC07399,0.505602957835446,0.40098052417641145,0.6352821524704585,0.7066970822249491,0.5592614866693751,0.8847042683727494,7980.470592390001,6557.729953495565,10966.749847767733,1.0888075483705029,0.9449917223599716,1.2427709283622816,0.36170178494411476,0.12827532434811484,0.6012467332116788,1.2453347197242606,10,0.512484375
UGC07524,0.5194283488615169,0.4123095362233287,0.6523197474219038,0.706393046082645,0.5606180495709169,0.881588899747045,794.5001043524895,693.6721588763045,919.5548141831383,2.642977459018029,2.3450482773648718,2.9616119558203864,0.38141724159292734,0.195696524139364,0.5731874707898534,0.29346970351280055,31,0.531109375
UGC07603,0.5106667199087359,0.4091500521206562,0.6390132799340487,0.7095041747430423,0.5609198778092889,0.8901735097187866,3523.3918995362815,2869.080473190783,4285.213202923114,0.8464709074027877,0.6827547239881148,1.0568391585271832,0.8924534557853161,0.5769495225389087,1.2453208278952528,0.1318418816658442,12,0.528515625
UGC07608,0.5064010617993147,0.40501450667903177,0.6335951062529711,0.7124559247678105,0.5616166452181205,0.9015860741706002,1270.9477609347323,641.2125889811063,2154.979774466186,1.8007874780968667,0.9080016458814549,4.5265315295108675,0.6217282404836766,0.1521381771020953,1.5245601546115979,0.2467441416254654,8,0.43674999999999997
UGC08286,0.46504421794638007,0.3716356753522811,0.5813365891350574,0.69918885907245,0.5592544665072714,0.8735863610808771,4636.149566228829,3846.0398778452836,6591.335158316145,1.0853881916844854,0.9672488093532666,1.2056954983078982,0.47256522290034525,0.2361146742040762,0.6462369548043485,1.7060101660787153,17,0.526453125
UGC08490,0.5129507073974829,0.409032588247275,0.6442088345251535,0.701568943286456,0.557884418136914,0.8807919532687047,10659.372929123898,7611.532722111098,16601.872576126483,0.7025719047261905,0.5821260864926318,0.8204707022741345,0.3688173212320435,0.19317484190294276,0.5396981901401655,0.15759285564664696,30,0.5381093750000001
