,galaxy,upsilon_disk,upsilon_disk_lo,upsilon_disk_hi,upsilon_bulge,upsilon_bulge_lo,upsilon_bulge_hi,a,a_lo,a_hi,b_kpc,b_kpc_lo,b_kpc_hi,chi2_reduced,n_data,acceptance_fraction
104,UGC02885,0.5729773858405287,0.45481952476059373,0.7119869907046054,0.869415677868026,0.7700649162021659,1.0001826396751157,354925.86840015615,316379.736537062,481674.86717833387,81.891649283675,54.338133999179824,164.44381277670857,1.3528994664066933,19,0.5117343750000001
105,UGC02916,0.6745267687211955,0.5222833539466396,0.8593656825269925,0.32041177711093355,0.2811084378943878,0.35984492456364614,127988.08033986445,115127.71441547204,139268.8835549504,7.048087171097213,5.94056898191057,8.43550331166296,14.54769800545348,43,0.5276875000000001
106,UGC02953,0.6947581576764629,0.6726507595299499,0.7139921244680324,0.52684879706225,0.4964555439929635,0.5579899546554656,234213.32156135244,231320.83204810027,237778.36437736818,26.98576650863089,24.14779581270035,30.27522447193311,6.944231102920278,115,0.5884218750000001
107,UGC03205,0.34256887645796263,0.2640043072667262,0.49398298189820095,0.940054942441225,0.663603960767778,1.2425797337272921,156794.67970287934,141799.57877695197,174101.03687791762,8.249141751407361,6.085526228293077,15.96527527871726,3.6673596699108284,48,0.47381249999999997
108,UGC03546,0.44134979081238584,0.3690986597748646,0.5226187899356036,0.4354492689516958,0.40293884129272434,0.4677628739013251,123481.71345137568,118456.66073790553,128703.4419325879,12.396432872560824,9.980122142625401,15.932578262412843,0.8953152917102902,30,0.5595
109,UGC03580,0.38041511389155064,0.33916527821914483,0.4293867036160345,0.2133960763600157,0.18611993033941776,0.24247061153695684,73292.82059060698,69007.16937951383,80182.50367437306,25.457493842458646,22.114658031342977,30.891368532275226,2.780531630830382,47,0.523203125
110,UGC04278,0.40414542579393764,0.3285421930575406,0.4885332682927681,0.6983450932113326,0.5537524169110908,0.8771031346974413,1703869.9913597158,562213.6697189991,3859459.172628422,944.0835710863622,307.0508342726893,2123.1920881968676,1.29962121316828,25,0.56165625
111,UGC04305,0.6582754592346084,0.5958722583425307,0.7171004194017083,0.698685529253899,0.5608943166017398,0.8802476127513501,15.400738166391278,0.6160949217818255,380.9640145502139,10.429535260330429,0.08364416455089228,638.9118259736471,2.1295496140819763,22,0.50165625
112,UGC04325,0.5375306724919144,0.4237963401518386,0.6790038741490844,0.6987224831811107,0.554543171318592,0.8819569639720544,31375.53955760321,29044.09538926694,34366.86652370366,3.1543413774557987,2.457783916914216,4.0994277448705585,5.087348998384779,8,0.5959531250000001
113,UGC04483,0.5124631081104107,0.40857159871046267,0.6372470459952145,0.6962092606252477,0.5568949513468556,0.8790207943482627,34544.195854590944,3765.0293517794566,613847.8114744101,43.53812084160597,3.670015162222779,801.3977178547791,1.1679822338148922,8,0.49865625
114,UGC04499,0.5035268996534871,0.39748848569144296,0.6322556304699293,0.698802753067442,0.5569116208298747,0.8846041489067454,27873.2933695277,21983.035666567077,49628.15180896846,14.69486978066973,9.41703222543778,33.530595818695495,1.4703809903517215,9,0.533484375
115,UGC05005,0.5033217162771391,0.40254431553712805,0.6282040068295935,0.6939004884934437,0.5573035729207105,0.8670621230962802,212617.57346606464,68475.292393815,988757.5140891153,266.4187688321772,70.20551360929878,1342.8444979411206,0.31873824469480555,11,0.5461875
116,UGC05253,0.2892457767122205,0.2459080875890852,0.3350108945430015,0.6444404212109921,0.635991577662277,0.6527831221399469,226976.26840728227,219996.34092158568,234462.40843936382,21.40413628597211,19.066171211957997,24.388828270897797,4.445247804808705,73,0.5870625
117,UGC05414,0.46730047503389355,0.37527435617601645,0.5760124561521891,0.6943875364700081,0.5519109460646807,0.8803664840922423,435767.2083171477,85517.32463723785,1891885.274343686,349.60835442165643,65.9719884362193,1529.518481646495,2.0278905922709676,6,0.5541875
118,UGC05716,0.48091855416805457,0.3869421066299321,0.5984358760924935,0.7029498310847279,0.5622220447539075,0.8795792925349202,22125.535585200076,21364.287538409102,23140.735246222735,8.878981678425609,8.11240372336849,9.840651305344599,2.156861802605491,12,0.59634375
119,UGC05721,0.463194780049611,0.3725287976780226,0.5711309863237789,0.709462502374583,0.5700282298906537,0.8853781947726768,26227.466218256577,25170.852221879082,27394.82486425177,2.452352254385227,2.0774977512825066,2.9096839099887717,1.0539252733983993,23,0.594671875
120,UGC05750,0.5348663983805406,0.42422426941768143,0.6848856031803738,0.7012629675448734,0.5587032190681261,0.8779705699098262,157848.72779973043,36970.882331283945,869051.1725119188,216.9194934991103,43.338171958591765,1254.752171338616,1.3443066967430501,11,0.5529531249999999
121,UGC05764,0.4986940268945534,0.3975565333945582,0.6290336867646938,0.7056576718583866,0.5539723381009622,0.8961628508403692,13588.057708725602,12324.97735849326,15524.930039938,2.7333704417762403,2.135671848856517,3.625952053526388,8.852484267206963,10,0.573265625
122,UGC05829,0.5061892299328302,0.4005111127122966,0.6351955888366579,0.6967060819155985,0.5512437183797928,0.8787194503090159,217284.36386358272,40374.87822318084,1201186.2885867541,226.1782879056907,36.376224959026544,1277.947220212234,0.11404354347956742,11,0.5425625000000001
123,UGC05918,0.5044570805067184,0.3968819547722079,0.641853696840999,0.690767661835689,0.5554845218963215,0.8739387033963141,17145.401033746864,8420.477688620707,198071.1951002204,15.373885008262954,5.250297220435613,224.37447093186148,0.38959888532909265,8,0.499953125
124,UGC05986,0.6896286704054533,0.5419942455463626,0.8634517698292004,0.7052791645336667,0.5561285850521639,0.895958019015775,104672.22250247153,75129.16676716092,305862.0052476587,25.636420597235478,15.004127851570486,101.03015892236903,6.542193746063049,15,0.494578125
125,UGC05999,0.5029879758342378,0.4016763222485198,0.6292736562923373,0.6980016950573792,0.5546477762463262,0.8746806264334537,116128.49614837964,44261.68475016608,1040611.1149230725,90.1326208340095,22.132718634808032,948.7896881194164,7.653788325543787,5,0.48421875000000003
126,UGC06399,0.5333475224594015,0.4254720907184965,0.6706623961407872,0.6972428605483131,0.5587218162780783,0.882718860218157,148546.36056084748,52533.90906831035,1462852.7669704156,73.44827373089582,20.493157697567987,801.9867339614939,1.0680251855422072,9,0.5040781249999999
127,UGC06446,0.5089561964080256,0.4009270071058798,0.6444858660038831,0.6990800010859259,0.5584504865404275,0.880997116720863,26873.977370478187,25123.37929159338,29119.483049917355,5.464724606706793,4.503100471530814,6.768094965557243,0.24759637930735184,17,0.596921875
128,UGC06614,0.4830012667260011,0.39128145750294197,0.5992259300884014,0.5679163955566576,0.5044932721376523,0.6339971859766955,444436.4076411509,227323.66695268036,1683723.4554289817,235.49159213694628,94.79981326869465,1064.0210320125693,0.476029413245794,13,0.543984375
129,UGC06628,0.5632356772870709,0.46312171176027733,0.6717507563651925,0.6981423473299101,0.554126379847699,0.8632436279240401,122.02234611101142,1.1752352719316996,3935.8100956623575,1.583839328438145,0.03666827803478169,327.1345002685166,1.0116166373041084,7,0.482125
130,UGC06667,0.5034830035330584,0.3972789675422093,0.6302311022467934,0.6909549986358828,0.555264529606789,0.8733011973104498,66155.18928490205,45712.94091579719,172898.08701967803,24.54119934473235,14.614370094499398,75.41020975098753,1.8870062821105857,9,0.522484375
131,UGC06786,0.34374040117325605,0.29094476413285597,0.405507171990297,0.6371387464069729,0.5762376523337768,0.7013763480517696,200966.25266720346,198029.89822661443,203941.13683450499,11.711833530728311,10.559709476448493,13.097562988687343,0.73359485990535,45,0.5805781250000001
132,UGC06787,0.8331171290882932,0.6877261912237637,0.9619992265252828,0.6098159589547558,0.5934682918409038,0.6274359489881388,286993.5377266271,264730.26721614884,329146.02722547064,39.99813366733288,30.018627226920096,55.83752047374033,29.948810642247757,71,0.517578125
133,UGC06818,0.426643321167347,0.3405370857635153,0.5268844879285713,0.7031548985260856,0.5616323343287772,0.881537218387398,520308.6364896341,110150.85100481506,1855436.054179652,454.9825754737584,93.00744108495476,1626.3255021716122,4.890201529610163,8,0.5664218750000001
134,UGC06917,0.5095001598151427,0.4021792335252827,0.6458043772275559,0.695005681640541,0.5550162642435328,0.8719755788121875,61023.42313848496,48899.704185772665,95138.46902504301,17.72241028080125,11.809123667075708,35.407780639956805,1.044255114254883,11,0.549328125
135,UGC06923,0.47650406474736173,0.3852850487781082,0.590835861442949,0.6941394254077757,0.5542024133977461,0.8738532029322218,260271.3388739213,42957.123231392485,2004662.0977032464,134.73990252236575,17.215454477486713,1074.272516015089,1.9072220483502003,6,0.518421875
136,UGC06930,0.5213713344676667,0.41019755172518474,0.6637366049271992,0.694142098943849,0.5587154021210107,0.8669119620669172,40808.11890457556,36511.13312075067,48055.62348260123,10.240740562456972,7.1143957851054624,16.18325535626233,0.3755247349717859,10,0.5742968749999999
137,UGC06973,0.21451498591630605,0.1917560619408569,0.23983038639446613,0.5139062571918863,0.42665358850932056,0.6160574812740686,2520581.542358544,568817.3997126984,9989223.46530504,413.6890260876646,86.00913013394438,1666.7803491699274,5.998877710927864,9,0.53928125
138,UGC06983,0.5123801279954376,0.40787206369833895,0.6441717389347024,0.7023251438647725,0.5528237888463008,0.8875289315710722,45447.37056273184,42566.45813183204,49022.063878209156,7.702053807492828,6.24060007172422,9.898598436368372,0.7177550886185814,17,0.592703125
139,UGC07089,0.46546575492975906,0.37665929183457475,0.5686058050886816,0.6961330779513881,0.5512348359756563,0.8720133118176208,461525.14213580143,103042.01621925327,1619718.5422763037,482.5924541791197,102.90711529013633,1725.6759216134594,0.3196240912218339,12,0.555734375
140,UGC07125,0.4987080623761212,0.39798398358335085,0.6297849362780609,0.7006569811749214,0.5592417955928446,0.8797241949405096,13210.730243201897,11920.032862078078,15168.021645008539,14.027464423100836,10.481283526061711,19.915745195943696,1.0445281377686877,13,0.588640625
141,UGC07151,0.6121820666741881,0.4740811112354788,0.8106519873772462,0.7038839759189446,0.5552165719275662,0.8884417690098027,19592.25689365391,16412.124493806776,27630.951687038803,5.987631007788575,3.838537864525291,12.60453718407976,3.675395805083788,11,0.538296875
142,UGC07261,0.5109915323439979,0.40589584822829744,0.6476577009059409,0.6965451128197397,0.5528572264504794,0.8827765173074221,21692.8379370027,17927.475652977635,33013.74087356357,5.363755050113588,3.175842257587717,12.94649465047737,0.13429626703831898,7,0.559546875
143,UGC07323,0.46470049920933626,0.3751485235814171,0.5760054893914981,0.6942392592909038,0.5558040946841483,0.8717096442710058,806797.7341978836,184385.574393684,2686222.2800011635,513.0485581006951,115.82434263689896,1733.6155918287584,0.9034241858983685,10,0.5586875
144,UGC07399,0.49358467737876993,0.3939794142647832,0.6184175397064686,0.6896969745122492,0.5498719435591618,0.8703310359151338,49237.08036097717,44857.64431716992,55186.41025508692,5.536324935807387,4.482699839053963,7.046096738193708,1.3664432351766003,10,0.5952968750000001
145,UGC07524,0.4820391362096772,0.3834406915601073,0.6038020201444679,0.6993349648601174,0.5582450249973675,0.8782656869960868,37168.21998119214,32091.190614128587,44764.8086620131,21.296162761515447,16.990045536496595,27.916345830336148,0.8698731203881939,31,0.59096875
146,UGC07559,0.491115839979722,0.39001674905213196,0.6188646952302854,0.7007087341970611,0.5574285310018271,0.8845950475300132,83961.15183922002,10024.263313114205,598315.6390708452,159.75873336723518,16.958033411606305,1188.5234174633256,0.7390409155853302,7,0.55259375
147,UGC07577,0.5629100172456099,0.45252400213925753,0.6862039164214786,0.706309944729294,0.5550196386909996,0.8912766944589453,82.7289934169622,1.1490969529879633,6175.211997345128,21.134091590177572,0.1616595174895758,704.4488920768047,0.7909287245151777,9,0.47884375
148,UGC07603,0.5060606263843781,0.3995381715331548,0.6362921425175084,0.6915453660975869,0.5514372078279053,0.8735198596650827,28054.525659122377,21133.648985827745,64488.500733537265,9.077810965638072,5.60531822813256,27.427649402997606,1.9015662650132663,12,0.5196406250000001
149,UGC07608,0.49987474534136545,0.39675549847815483,0.6266224298931962,0.6946918966867209,0.5559495780725418,0.8720518068991572,348340.882268063,59599.423503303056,2216750.116541692,195.2985467205129,29.14330051257672,1248.7975002976286,0.6718435526197459,8,0.549859375
150,UGC07690,0.5399883344942016,0.4223668079298515,0.6870333912295462,0.6918322601125162,0.5541428495076176,0.8666615103921438,10582.37088698842,9107.574596929133,12236.54049514347,1.5106071301175055,0.90342953265048,2.9832332029211663,0.6224185086001374,7,0.5722656249999999
151,UGC07866,0.5008567107826367,0.40309247485975014,0.6346804164672997,0.7000271847629638,0.5531950715345443,0.8876132883667773,40644.24942113111,5029.3489538210015,575995.8953324514,61.564115144079864,5.610943434495,925.2944638540675,0.11685218218607336,7,0.534390625
152,UGC08286,0.5039944635856458,0.40172600412261794,0.6382602761401435,0.7064560850911238,0.5595894771692348,0.88658284577627,27757.577752834863,26854.968960424758,28702.986037618197,4.428498243927942,3.93127139825408,5.117884901597549,3.0121503496500495,17,0.59365625
153,UGC08490,0.5014392924153034,0.400853884743819,0.6236470563106432,0.7089824971167069,0.5608853499171785,0.8964923328655071,25101.28337416879,24431.18420194433,25744.65366815348,3.1792799978594934,2.8366358962163996,3.5957391079850023,0.1211861746537628,30,0.5943437500000001
154,UGC08550,0.5366073454528846,0.42503345628089834,0.6797576201391516,0.6852188652703544,0.5508969270276594,0.8676294170845158,13755.996089951142,12681.792175539851,15628.623394726812,4.383303128756512,3.4220767458475256,5.898724882339914,0.956104687799119,11,0.587375
155,UGC08699,0.8069368234045853,0.6681897846616625,0.9576714194803781,0.6664491935390885,0.6233569764554193,0.7070403957928396,126019.32188033679,111228.76610081954,173890.2193219431,26.991755162448012,17.673034977832362,54.54889083769868,0.6927598880990945,41,0.49628125
156,UGC08837,0.4800836980392218,0.3813352134425681,0.6056218129947663,0.7023222357815596,0.5597767705271568,0.884025146279522,127244.29420299984,22687.866493371934,583362.7783904442,306.90752564417244,55.18460399146767,1426.0439994623293,6.452463841893319,8,0.560640625
157,UGC09037,0.32571786705925726,0.2764116142977407,0.3704659406051361,0.6994501313731678,0.551635450747775,0.8815018371273654,223875.92652325446,131992.59411820013,961999.588649051,114.3849487242986,53.23033897854517,595.6760904014378,2.9961139611237346,22,0.504828125
158,UGC09133,0.6160039075432149,0.5616704247424703,0.6703641312318851,0.5696771239031735,0.5525910937833088,0.5850758100708244,188058.86495287513,182233.94337482582,194543.71710184932,23.938750820188652,21.303890519992944,27.078510476251584,9.667696265589825,68,0.5854375
159,UGC09992,0.5366425307160986,0.4204034784677587,0.6804947240754943,0.6952131357589532,0.550442907801359,0.8934079928759019,4365.464756284225,2304.679989307923,38212.1550508347,1.3381936201131313,0.09376353124052632,120.6610873652891,3.1525815168415954,5,0.46564062500000003
160,UGC10310,0.5347808473234363,0.42133064804706427,0.6784081256158816,0.6888740078078909,0.5477771645756259,0.8763755542473434,21943.37115169172,17117.07930145138,44466.28086904377,8.736365445834487,4.717582820080457,26.643791836638766,0.9567655753816925,7,0.541046875
161,UGC11455,0.5641534872848188,0.5312663228760643,0.5851401501329004,0.7041802273792994,0.5609772887225113,0.8772697606153185,1085809.3368538404,399707.62092226144,3794744.091580945,425.46928993175874,116.94080288582859,1623.1904361040263,5.365702716356786,36,0.46982812500000004
162,UGC11557,0.5153550785052154,0.391881470020661,0.6085199708810616,0.7066966290519701,0.5570535216524671,0.8922059925014211,16694.146845107916,6.121870548167751,353480.03911591735,128.66020426846376,0.7939150800976009,1125.498452308979,2.3588524962437414,12,0.43720312499999997
163,UGC11820,0.583982616062838,0.4567239866456145,0.7431709314570099,0.6994092851086666,0.5552984311273084,0.8811830306794659,35357.38319277268,31474.696852288267,41270.35844235711,26.518335048879493,21.423089457291727,34.332359031318006,1.6272728579784292,10,0.5858749999999999
164,UGC11914,0.4528477354565046,0.40830436513748497,0.4967530534032007,0.9864352550736575,0.9705758742985584,1.002300389632348,4743597.280734276,1017566.8356608312,16192592.101228412,531.5176473605871,103.54847318573951,1835.9365826087885,1.0673811981602899,65,0.50140625
165,UGC12506,0.4756544946348711,0.38572758531703283,0.5833766998525848,0.7026454970316591,0.5577781323675498,0.8819076576596918,209585.0737030547,196485.83859793024,221290.8815403682,10.283077632264307,9.149161942452425,11.605095141395351,0.17492054013753708,31,0.592625
166,UGC12632,0.5205875909333848,0.4090989900336853,0.6582152459911934,0.6950673849521304,0.5521663959112226,0.8777195018475032,20522.492311551592,18993.877943185536,22612.095319217264,8.535090685790964,6.924397968445307,10.642532419029205,0.4001334066827408,15,0.59521875
167,UGC12732,0.5137699234958635,0.4058194110793315,0.6493443758997982,0.7058461144192019,0.56263668445414,0.8817618444973636,35177.83303345982,32301.86696739921,39042.71859030716,14.481683040073522,11.836218544503824,18.051538158479374,0.24276985384498037,16,0.59375
168,UGCA281,0.5343885743386114,0.42577241606846933,0.6675051674469573,0.701412433498036,0.5543768026570355,0.8858449212019067,126421.40407824903,12523.861992725857,1313840.6701844262,97.87536720926306,8.862239256361473,1034.1322157532102,0.9059655178642579,7,0.5404375
169,UGCA442,0.5128739868837572,0.4027520128201941,0.6500610999103987,0.7014074954436396,0.5587977530984235,0.882753658203333,47194.55961465714,25279.520798329475,386467.26442906435,41.15099391192268,18.56801037352305,380.88612834533393,3.70211295732647,8,0.47496875
170,UGCA444,0.5017329953066227,0.3994199993138986,0.6310383705007494,0.6986248495548659,0.5552051471870731,0.8803617859288065,220067.2297120338,36552.26383654477,1177734.8258358317,263.0676642208261,42.042241519399035,1413.6358446827073,0.06443002672045717,36,0.5510312500000001
